"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","396","TC08 - Archive page - error message appears when loading fails (non-deterministic)","chromium","2026-09-19","passed","2026-09-19","Archive","archive.spec.ts","",""
"","638","TC02 - HabitCard in Home - duplicates a habit and sees the duplicate added to the list","chromium","2026-09-19","passed","2026-09-19","Home","home.spec.ts","",""
"","12011","TC04 - Archive page - can delete an archived habit","chromium","2026-09-19","failed","2026-09-19","Archive","archive.spec.ts","",""
"","858","TC03 - Archive page - loads and shows static elements","chromium","2026-09-19","passed","2026-09-19","Archive","archive.spec.ts","",""
"","11314","TC01 - Archive page - loads and renders unconditional elements","chromium","2026-09-19","failed","2026-09-19","Archive","archive.spec.ts","",""
"","547","TC03 - Home - page loads with unconditional elements visible","chromium","2026-09-19","passed","2026-09-19","Home","home.spec.ts","",""
"","62261","TC02 - HabitCard in Archive - duplicates an archived habit, which does not appear in Archive but is presumably added to Home","chromium","2026-09-19","broken","2026-09-19","Archive","archive.spec.ts","",""
"","599","TC04 - HabitForm - adds a new habit successfully","chromium","2026-09-19","passed","2026-09-19","Home","home.spec.ts","",""
"","1723","TC02 - History page - navigate back to habits","chromium","2026-09-19","passed","2026-09-19","History","history.spec.ts","",""
"","1083","TC05 - Archive page - can unarchive an archived habit","chromium","2026-09-19","passed","2026-09-19","Archive","archive.spec.ts","",""
"","504","TC01 - Home page - loads and renders unconditional elements","chromium","2026-09-19","passed","2026-09-19","Home","home.spec.ts","",""
"","387","TC09 - Archive page - empty state message is shown when no habits are archived (not reachable without backend control)","chromium","2026-09-19","passed","2026-09-19","Archive","archive.spec.ts","",""
"","565","TC07 - Archive page - can navigate back to home page","chromium","2026-09-19","passed","2026-09-19","Archive","archive.spec.ts","",""
"","761","TC01 - History page - loads and displays unconditional elements","chromium","2026-09-19","passed","2026-09-19","History","history.spec.ts","",""
"","60355","TC05 - HabitCard - edits a habit\'s name, category, target per week, and notes successfully","chromium","2026-09-19","broken","2026-09-19","Home","home.spec.ts","",""
"","900","TC06 - Archive page - can edit an archived habit\'s details","chromium","2026-09-19","passed","2026-09-19","Archive","archive.spec.ts","",""
