"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1164","TC08 - HabitList - duplicates a habit","chromium","2026-09-22","passed","2026-09-22","Home","home.spec.ts","",""
"","10861","TC05 - Home - completes all pending habits for today","chromium","2026-09-22","failed","2026-09-22","Home","home.spec.ts","",""
"","1263","TC50 - HabitCard - marks a habit as completed today","chromium","2026-09-22","passed","2026-09-22","Home","home.spec.ts","",""
"","1143","TC03 - HabitList - deletes a habit after confirmation","chromium","2026-09-22","passed","2026-09-22","Home","home.spec.ts","",""
"","60316","TC04 - HabitList - edits a habit and verifies updated values","chromium","2026-09-22","broken","2026-09-22","Home","home.spec.ts","",""
"","62238","TC07 - HabitList - toggles archive state of a habit","chromium","2026-09-22","broken","2026-09-22","Home","home.spec.ts","",""
"","2015","TC01 - HabitForm - creates a new habit successfully","chromium","2026-09-22","passed","2026-09-22","Home","home.spec.ts","",""
"","1609","TC51 - HabitCard - toggles archive and unarchive of a habit","chromium","2026-09-22","passed","2026-09-22","Home","home.spec.ts","",""
"","62281","TC06 - HabitList - skips and unskips a habit","chromium","2026-09-22","broken","2026-09-22","Home","home.spec.ts","",""
"","609","TC02 - Home - page loads and displays header and controls","chromium","2026-09-22","passed","2026-09-22","Home","home.spec.ts","",""
