"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","638","TC07 - HabitForm - adds a new habit successfully","chromium","2026-09-22","failed","2026-09-22","Home","home.spec.ts","",""
"","718","TC42 - Home page - Complete all for today bulk action disables button and updates label","chromium","2026-09-22","failed","2026-09-22","Home","home.spec.ts","",""
"","623","TC66 - Filters - filter habits by category","chromium","2026-09-22","failed","2026-09-22","Home","home.spec.ts","",""
"","739","TC04 - Stats - has navigation link back to home page","chromium","2026-09-22","passed","2026-09-22","Stats","stats.spec.ts","",""
"","720","TC39 - Home page - search filters habit list results","chromium","2026-09-22","failed","2026-09-22","Home","home.spec.ts","",""
"","782","TC82 - Home - shows clear filters button when filters are active","chromium","2026-09-22","failed","2026-09-22","Home","home.spec.ts","",""
"","792","TC57 - HabitList - skips and unskips a habit","chromium","2026-09-22","failed","2026-09-22","Home","home.spec.ts","",""
"","62506","TC01 - HabitCard - toggle pin state on an archived habit card","chromium","2026-09-22","broken","2026-09-22","Archive","archive.spec.ts","",""
"","1819","TC08 - Archive page - can unarchive an archived habit","chromium","2026-09-22","passed","2026-09-22","Archive","archive.spec.ts","",""
"","665","TC24 - HabitCard - marks habit done today disables button","chromium","2026-09-22","failed","2026-09-22","Home","home.spec.ts","",""
"","653","TC72 - Home - complete a habit and verify completed state","chromium","2026-09-22","failed","2026-09-22","Home","home.spec.ts","",""
"","676","TC02 - HabitForm - create a new habit successfully","chromium","2026-09-22","failed","2026-09-22","Home","home.spec.ts","",""
"","520","TC06 - Archive page - loads and shows static elements","chromium","2026-09-22","passed","2026-09-22","Archive","archive.spec.ts","",""
"","750","TC38 - HabitCard - edit habit and save changes updates displayed name and disables save button when empty","chromium","2026-09-22","failed","2026-09-22","Home","home.spec.ts","",""
"","647","TC65 - Filters - search habits by name","chromium","2026-09-22","failed","2026-09-22","Home","home.spec.ts","",""
"","834","TC35 - LogoutButton - logout button logs out and navigates to /login","chromium","2026-09-22","passed","2026-09-22","Home","home.spec.ts","",""
"","729","TC16 - Home page - page loads and renders unconditional elements","chromium","2026-09-22","failed","2026-09-22","Home","home.spec.ts","",""
"","657","TC02 - Stats - navigates back to home page from back link","chromium","2026-09-22","passed","2026-09-22","Stats","stats.spec.ts","",""
"","666","TC32 - Home - filter habits list by category changes displayed habits accordingly","chromium","2026-09-22","passed","2026-09-22","Home","home.spec.ts","",""
"","565","TC10 - Stats - page loads and displays header and controls","chromium","2026-09-22","passed","2026-09-22","Stats","stats.spec.ts","",""
"","879","TC41 - Home page - toggling show archived controls archived habits visibility","chromium","2026-09-22","failed","2026-09-22","Home","home.spec.ts","",""
"","670","TC33 - Home - toggling show archived checkbox updates displayed habits accordingly","chromium","2026-09-22","failed","2026-09-22","Home","home.spec.ts","",""
"","516","TC11 - Stats - shows loading label while loading","chromium","2026-09-22","passed","2026-09-22","Stats","stats.spec.ts","",""
"","726","TC50 - Home - sorts habits by different criteria updates visible list","chromium","2026-09-22","failed","2026-09-22","Home","home.spec.ts","",""
"","584","TC73 - Home - navigation links go to correct routes","chromium","2026-09-22","passed","2026-09-22","Home","home.spec.ts","",""
"","512","TC03 - Stats - displays heading and description","chromium","2026-09-22","passed","2026-09-22","Stats","stats.spec.ts","",""
"","797","TC58 - HabitList - toggles archive state of a habit","chromium","2026-09-22","failed","2026-09-22","Home","home.spec.ts","",""
"","739","TC55 - HabitList - edits a habit and verifies updated values","chromium","2026-09-22","failed","2026-09-22","Home","home.spec.ts","",""
