"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1359","TC25 - HabitCard - edit habit and save changes updates displayed name and disables save button when empty","chromium","2026-09-25","passed","2026-09-25","Home","home.spec.ts","",""
"","441","TC01 - Settings - page loads and renders default elements","chromium","2026-09-25","passed","2026-09-25","Settings","settings.spec.ts","",""
"","924","TC52 - Category filter - filters habits by category","chromium","2026-09-25","passed","2026-09-25","Home","home.spec.ts","",""
"","1274","TC29 - Home page - Complete all for today bulk action disables button and updates label","chromium","2026-09-25","passed","2026-09-25","Home","home.spec.ts","",""
"","1085","TC73 - Complete all - complete all pending habits for today","chromium","2026-09-25","passed","2026-09-25","Home","home.spec.ts","",""
"","671","TC41 - HabitForm - adds a new habit successfully","chromium","2026-09-25","passed","2026-09-25","Home","home.spec.ts","",""
"","819","TC51 - Search input - filters habits by name","chromium","2026-09-25","passed","2026-09-25","Home","home.spec.ts","",""
"","11490","TC53 - Priority filter - filters habits by priority","chromium","2026-09-25","failed","2026-09-25","Home","home.spec.ts","",""
"","1133","TC48 - Sort by dropdown - sorts habit list by name ascending","chromium","2026-09-25","failed","2026-09-25","Home","home.spec.ts","",""
"","11170","TC01 - Home - page loads and renders unconditional elements","chromium","2026-09-25","failed","2026-09-25","Home","home.spec.ts","",""
"","691","TC31 - HabitForm - creates a new habit successfully","chromium","2026-09-25","passed","2026-09-25","Home","home.spec.ts","",""
"","990","TC70 - HabitList - duplicates a habit","chromium","2026-09-25","passed","2026-09-25","Home","home.spec.ts","",""
"","812","TC50 - Complete all button - completes all pending habits","chromium","2026-09-25","passed","2026-09-25","Home","home.spec.ts","",""
